book_id,isbn,isbn13,authors,publication_year,title,language_code,average_rating,image_url
4836,743250621,9.78E+12,A.J. Jacobs,2004,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,eng,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4837,525953078,9.78E+12,Lisa Gardner,2013,,eng,4.05,https://images.gr-assets.com/books/1348273633m/15811495.jpg
4838,1400047463,9.78E+12,Chris Bohjalian,2007,The Double Bind,eng,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4839,312642695,9.78E+12,Mary Kay Andrews,2011,,en-US,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4840,7563035,9.78E+12,S.K. Tremayne,2015,The Ice Twins,eng,3.68,https://images.gr-assets.com/books/1415872674m/23553419.jpg
4841,1455549002,9.78E+12,J.A. Redmerski,2013,The Edge of Always,eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4842,452284449,9.78E+12,Tracy Chevalier,1997,The Virgin Blue,eng,3.65,https://images.gr-assets.com/books/1395581883m/2873.jpg
4843,1400069807,9.78E+12,Michael Moss,2013,Salt Sugar Fat: How the Food Giants Hooked Us ,eng,3.98,https://images.gr-assets.com/books/1361919312m/15797397.jpg
4844,152020683,9.78E+12,"Edward Eager, N.M. Bodecker",1954,Half Magic,en-US,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4845,1594744548,9.78E+12,"Steve Hockensmith, Jane Austen, Patrick Arrasmith",2007,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",eng,3.47,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4846,553807242,9.78E+12,Lisa Gardner,2010,Live To Tell,eng,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4847,688128971,9.78E+12,Kevin Henkes,1996,Lilly's Purple Plastic Purse,,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4848,140143505,9.78E+12,Helene Hanff,1970,"84, Charing Cross Road",eng,4.19,https://images.gr-assets.com/books/1287338794m/368916.jpg
4849,,,J.R. Ward,2008,,eng,4.51,https://images.gr-assets.com/books/1272994722m/5153799.jpg
4850,553351397,9.78E+12,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",1990,Peace Is Every Step: The Path of Mindfulness in Everyday Life,eng,4.34,https://images.gr-assets.com/books/1320544155m/14572.jpg
4851,,9.79E+12,Kyousuke Motomi,2007,電撃デイジー 1,ind,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4852,1501117203,9.78E+12,Anna Kendrick,2016,Scrappy Little Nobody,eng,3.91,https://images.gr-assets.com/books/1469410391m/29868610.jpg
4853,,,Robert Masello,2015,,en-US,3.58,https://images.gr-assets.com/books/1434549503m/24429934.jpg
4854,385608020,9.78E+12,Kate Atkinson,2010,"Started Early, Took My Dog",eng,3.89,https://images.gr-assets.com/books/1273446011m/7307795.jpg
4855,930289447,9.78E+12,"Jim Starlin, Jim Aparo, Mike DeCarlo",1988,Batman: A Death in the Family,eng,4.05,https://images.gr-assets.com/books/1327940363m/107032.jpg
4856,1400069599,9.78E+12,Colum McCann,2013,TransAtlantic,eng,3.81,https://images.gr-assets.com/books/1367929787m/16085517.jpg
4857,61783161,9.78E+12,Jeaniene Frost,2010,Eternal Kiss of Darkness,en-GB,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4858,743571355,9.78E+12,Lisa Lutz,2007,The Spellman Files,eng,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4859,425165582,9.78E+12,Clive Barker,1984,Books of Blood: Volumes 1-3,eng,4.16,https://images.gr-assets.com/books/1306747123m/32626.jpg
4860,60763892,9.78E+12,James Rollins,2007,The Judas Strain,eng,4.15,https://images.gr-assets.com/books/1367267369m/294046.jpg
4861,785263713,9.78E+12,Donald Miller,2000,Searching for God Knows What,en-US,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4862,60256710,9.78E+12,Shel Silverstein,1976,The Missing Piece,,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4863,61006629,9.78E+12,Robert   Harris,1992,Fatherland,eng,3.96,https://images.gr-assets.com/books/1261912137m/56842.jpg
4864,525951571,9.78E+12,Daniel Suarez,2010,Freedom™,en-US,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4865,60088877,9.78E+12,Thornton Wilder,1927,The Bridge of San Luis Rey,en-US,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4866,,,Fyodor Dostoyevsky,1848,Белые ночи,eng,4.05,https://images.gr-assets.com/books/1450699039m/1772910.jpg
4867,425227723,9.78E+12,Laurell K. Hamilton,2009,Skin Trade,en-US,3.9,https://images.gr-assets.com/books/1310494564m/5215879.jpg
4868,875793266,9.78E+12,James E. Talmage,1915,Jesus the Christ: A Study of the Messiah and His Mission according to Holy Scriptures both Ancient and Modern,,4.63,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4869,1570820872,9.78E+12,Don Ferguson,1994,Disney's the Lion King (Disney Classic Series),en-US,4.49,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4870,141439866,9.78E+12,"Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox",1849,Shirley ,,3.71,https://images.gr-assets.com/books/1422609409m/31168.jpg
4871,515116750,9.78E+12,Nora Roberts,1995,Born in Ice,en-US,4.13,https://images.gr-assets.com/books/1388252955m/114129.jpg
4872,1842431021,9.78E+12,Tom Robbins,2003,Villa Incognito,,3.65,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4873,374260508,9.78E+12,Paul Beatty,2015,The Sellout,eng,3.8,https://images.gr-assets.com/books/1403430899m/22237161.jpg
4874,1401202225,9.78E+12,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004,"Fables, Volume 4: March of the Wooden Soldiers",eng,4.29,https://images.gr-assets.com/books/1327870401m/21325.jpg
4875,804192979,9.78E+12,"Lee Child, Dick Hill",2016,Night School,eng,3.96,https://images.gr-assets.com/books/1478699350m/28077464.jpg
4876,345515501,9.78E+12,Tess Gerritsen,2011,The Silent Girl,en-US,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4877,7175191,9.78E+12,Dr. Seuss,1940,Horton Hatches the Egg,eng,4.14,https://images.gr-assets.com/books/1408927129m/11301.jpg
4878,,,Bella Forrest,,,eng,4.01,https://images.gr-assets.com/books/1365199807m/17733861.jpg
4879,62248472,9.78E+12,"Jenna Miscavige Hill, Lisa Pulitzer",2013,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,eng,3.72,https://images.gr-assets.com/books/1354001608m/15827066.jpg
4880,865163480,9.78E+12,"Plato, James J. Helm",-390,Απολογία,eng,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4881,1563893274,9.78E+12,"Garth Ennis, Steve Dillon, Penn Jillette",1997,Preacher: Proud Americans,eng,4.27,https://images.gr-assets.com/books/1309915653m/102953.jpg
4882,307595110,9.78E+12,Anne Rice,2012,The Wolf Gift,eng,3.52,https://images.gr-assets.com/books/1328214020m/12880428.jpg
4883,307960307,9.78E+12,"Diane Muldrow, J.P. Miller",1954,The Little Red Hen (Little Golden Book),,4.2,https://images.gr-assets.com/books/1320489925m/867650.jpg
4884,1455501476,9.78E+12,Sandra Brown,2011,Lethal,,4.04,https://images.gr-assets.com/books/1301590794m/10875239.jpg
4885,316017442,9.78E+12,Dan Simmons,2007,The Terror,eng,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4886,670447161,9.78E+12,Ludwig Bemelmans,1953,Madeline's Rescue,eng,4.24,https://images.gr-assets.com/books/1355323337m/773606.jpg
4887,61733636,9.78E+12,"John Heilemann, Mark Halperin",2010,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4888,067172942X,9.78E+12,V.C. Andrews,1987,Garden of Shadows,eng,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4889,61957895,9.78E+12,Kim Harrison,2012,A Perfect Blood,en-US,4.38,https://images.gr-assets.com/books/1312426322m/10599805.jpg
4890,310240018,9.78E+12,"Joni Eareckson Tada, Joe Musser",1976,Joni,en-US,4.23,https://images.gr-assets.com/books/1360187347m/124524.jpg
4891,786932171,9.78E+12,"Margaret Weis, Tracy Hickman",1986,War of the Twins,eng,4.11,https://images.gr-assets.com/books/1390667903m/93768.jpg
4892,031603617X,9.78E+12,James Patterson,2010,Cross Fire,eng,4.04,https://images.gr-assets.com/books/1287719974m/7856305.jpg
4893,142000159,9.78E+12,Ross King,2000,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,en-US,3.84,https://images.gr-assets.com/books/1309288056m/148821.jpg
4894,1577312295,9.78E+12,Shakti Gawain,1978,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,eng,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4895,60584025,9.78E+12,Janet Evanovich,2004,Metro Girl,eng,3.6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4896,,,"Colleen Hoover, Tarryn Fisher",2016,,en-GB,3.48,https://images.gr-assets.com/books/1443033152m/25454883.jpg
4897,312360819,9.78E+12,Darynda Jones,2011,Second Grave on the Left,en-US,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4898,155652532X,9.78E+12,"Anya Seton, Philippa Gregory",1954,Katherine,eng,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4899,141020520,9.78E+12,Marina Lewycka,2005,A Short History of Tractors in Ukrainian,en-US,3.37,https://images.gr-assets.com/books/1327935785m/828387.jpg
4900,62225464,9.78E+12,Kimberly McCreight,2015,,eng,3.83,https://images.gr-assets.com/books/1406044898m/22693182.jpg
4901,553590162,9.78E+12,Kelley Armstrong,2004,Industrial Magic,en-US,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4902,2070364232,9.78E+12,"René Goscinny, Jean-Jacques Sempé",1959,Le Petit Nicolas,fre,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4903,,,A.G. Riddle,2013,The Atlantis Plague,eng,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4904,034547581X,9.78E+12,"Harold G. Moore, Joseph L. Galloway",1991,We Were Soldiers Once... and Young: Ia Drang - the Battle That Changed the War in Vietnam,eng,4.29,https://images.gr-assets.com/books/1328912889m/42512.jpg
4905,451215710,9.78E+12,Ken Follett,2004,Whiteout,en-US,3.54,https://images.gr-assets.com/books/1309209422m/92367.jpg
4906,345349571,9.78E+12,Barbara W. Tuchman,1978,A Distant Mirror: The Calamitous 14th Century,eng,4.11,https://images.gr-assets.com/books/1403200553m/568236.jpg
4907,142407577,9.78E+12,Mike Lupica,2006,Heat,en-US,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4908,60554738,9.78E+12,Neil Strauss,2005,The Game,en-US,3.73,https://images.gr-assets.com/books/1410129471m/900.jpg
4909,330348779,9.78E+12,Sue Grafton,1998,"""N"" is for Noose",eng,3.97,https://images.gr-assets.com/books/1356443226m/64864.jpg
4910,749941995,9.78E+12,Julia Quinn,2011,Just Like Heaven,en-GB,3.93,https://images.gr-assets.com/books/1327270567m/8476248.jpg
4911,1423119509,9.78E+12,"Rick Riordan, Tk",2009,Percy Jackson and the Olympians,,4.57,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4912,525952764,9.78E+12,Lisa Gardner,2012,Catch Me,eng,4.17,https://images.gr-assets.com/books/1325628802m/11720382.jpg
4913,778321606,9.78E+12,Debbie Macomber,2003,The Shop on Blossom Street,eng,4.04,https://images.gr-assets.com/books/1459531418m/233044.jpg
4914,1560768800,9.78E+12,R.A. Salvatore,1992,Starless Night (Legacy of the Drow #2),en-GB,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4915,446616621,9.78E+12,Nelson DeMille,2004,Night Fall,eng,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4916,316000957,9.78E+12,Darren Shan,2001,"Trials of Death (Cirque du Freak, #5) ",,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4917,446539813,9.78E+12,"Eric Van Lustbader, Robert Ludlum",2010,Robert Ludlum's The Bourne Objective,eng,4.07,https://images.gr-assets.com/books/1344269869m/7144426.jpg
4918,,,Elle Kennedy,2016,The Score,eng,4.27,https://images.gr-assets.com/books/1493326480m/27252717.jpg
4919,310247535,9.78E+12,Karen Kingsbury,2005,Even Now,en-US,4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4920,316059862,9.78E+12,Anita Shreve,2008,Testimony,en-US,3.54,https://images.gr-assets.com/books/1328975356m/3121162.jpg
4921,1937007588,9.78E+12,Ilona Andrews,2013,Magic Rises,eng,4.49,https://images.gr-assets.com/books/1359571572m/11544421.jpg
4922,345524616,9.78E+12,Ben Aaronovitch,2012,Whispers Under Ground,eng,4.16,https://images.gr-assets.com/books/1341006340m/9970042.jpg
4923,031621129X,9.78E+12,"James Patterson, Maxine Paetro",2014,Unlucky 13,eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4924,446604089,9.78E+12,Sidney Sheldon,1997,The Best Laid Plans,eng,3.66,https://images.gr-assets.com/books/1353374848m/99610.jpg
4925,61433012,9.78E+12,Terry Pratchett,2008,Nation,en-US,4.05,https://images.gr-assets.com/books/1426659151m/2855034.jpg
4926,61259349,9.78E+12,Lisa Kleypas,2004,Secrets of a Summer Night,eng,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4927,1595540342,9.78E+12,Ted Dekker,2004,Red,eng,4.3,https://images.gr-assets.com/books/1380858319m/456028.jpg
4928,312655452,9.78E+12,Louise Penny,2011,A Trick of the Light,eng,4.29,https://images.gr-assets.com/books/1327900478m/10680329.jpg
4929,,,Jennifer L. Armentrout,2014,White Hot Kiss,eng,4.28,https://images.gr-assets.com/books/1377784515m/17455585.jpg
4930,4757518080,9.78E+12,"Jun Mochizuki, 望月淳",2006,Pandora Hearts 1,jpn,4.2,https://images.gr-assets.com/books/1187333570m/1717890.jpg
4931,345329457,9.78E+12,H.P. Lovecraft,1931,At the Mountains of Madness,en-US,4.25,https://images.gr-assets.com/books/1226634493m/32769.jpg
4932,60596988,9.78E+12,Mary Karr,2008,Lit,eng,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4933,893662135,9.78E+12,Anne McCaffrey,1988,"Dragonsdawn (Pern: Dragonriders of Pern, #6)",,4.17,https://images.gr-assets.com/books/1304015693m/465904.jpg
4934,399252649,9.78E+12,Kathryn Erskine,2010,Mockingbird,eng,4.18,https://images.gr-assets.com/books/1301271068m/6596547.jpg
4935,,,أحمد حلمي,2012,28 حرف,ara,3.1,https://images.gr-assets.com/books/1333608288m/13489517.jpg
4936,1590521358,9.78E+12,Joshua Harris,1996,I Kissed Dating Goodbye: New Attitude Toward Romance and Relationship,,3.61,https://images.gr-assets.com/books/1320506446m/107195.jpg
4937,808553038,9.78E+12,Zilpha Keatley Snyder,1967,The Egypt Game,eng,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4938,375703055,9.78E+12,Kaye Gibbons,1987,Ellen Foster,eng,3.75,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4939,805210555,9.78E+12,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",1946,Sämtliche Erzählungen,eng,4.34,https://images.gr-assets.com/books/1223588017m/22904.jpg
4940,156924264X,9.78E+12,"Isa Chandra Moskowitz, Terry Hope Romero",2007,Veganomicon: The Ultimate Vegan Cookbook,,3.98,https://images.gr-assets.com/books/1328751476m/1059680.jpg
4941,786933887,9.78E+12,"Margaret Weis, Tracy Hickman",1986,"Test of the Twins (Dragonlance Legends, #3)",eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4942,374530637,9.78E+12,Flannery O'Connor,1952,Wise Blood,en-US,3.88,https://images.gr-assets.com/books/1389629799m/48467.jpg
4943,9753638027,9.79E+12,Sabahattin Ali,1943,Kürk Mantolu Madonna,tur,4.49,https://images.gr-assets.com/books/1362477552m/220826.jpg
4944,345379624,9.78E+12,Terry Brooks,1997,Running with the Demon,eng,3.95,https://images.gr-assets.com/books/1451687782m/187124.jpg
4945,1557488150,9.78E+12,Charles M. Sheldon,1896,In His Steps,,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4946,1439136823,9.78E+12,Kresley Cole,2012,Lothaire,eng,4.43,https://images.gr-assets.com/books/1366322959m/10790516.jpg
4947,1423102991,9.78E+12,Mo Willems,2007,Knuffle Bunny Too: A Case of Mistaken Identity,en-US,4.28,https://images.gr-assets.com/books/1327894604m/515905.jpg
4948,446195979,9.78E+12,David Baldacci,2008,The Whole Truth,eng,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4949,61628018,9.78E+12,"Elissa Wall, Lisa Pulitzer",2008,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4950,039925692X,9.78E+12,Ruta Sepetys,2013,Out of the Easy,eng,4.05,https://images.gr-assets.com/books/1339784547m/11178225.jpg
4951,1401216226,9.78E+12,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",2005,Batman: The Man Who Laughs,eng,4.09,https://images.gr-assets.com/books/1486038991m/2182780.jpg
4952,60744510,9.78E+12,Erin Hunter,2005,Midnight,eng,4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4953,62273205,9.78E+12,Ben Horowitz,2014,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,eng,4.2,https://images.gr-assets.com/books/1386609333m/18176747.jpg
4954,1461052149,9.78E+12,Jessica Sorensen,2011,,,3.91,https://images.gr-assets.com/books/1331385411m/11051889.jpg
4955,345348664,9.78E+12,Stephen R. Donaldson,1977,The Illearth War,,3.99,https://images.gr-assets.com/books/1387037078m/228990.jpg
4956,340936150,9.78E+12,Russell Brand,2007,My Booky Wook,en-GB,3.42,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4957,425259862,9.78E+12,Nora Roberts,2014,Shadow Spell,en-US,4,https://images.gr-assets.com/books/1458263039m/18527947.jpg
4958,1592406521,9.78E+12,Simon Garfield,2010,Just My Type: A Book About Fonts,en-US,3.79,https://images.gr-assets.com/books/1327886002m/10909804.jpg
4959,399155481,9.78E+12,J.D. Robb,2009,Promises in Death,eng,4.4,https://images.gr-assets.com/books/1417318467m/3492020.jpg
4960,876853629,9.78E+12,Charles Bukowski,1977,"Love Is a Dog from Hell: Poems, 1974-1977",eng,4.16,https://images.gr-assets.com/books/1377260823m/23534.jpg
4961,316229296,9.78E+12,N.K. Jemisin,2015,The Fifth Season,eng,4.31,https://images.gr-assets.com/books/1386803701m/19161852.jpg
